k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
15833,19.791250,-0.3916436844,0.01043802872,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3903865884,0.01203329962
15834,19.792500,-0.3928647898,0.0106076831,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3914428713,0.01206422176
15835,19.793750,-0.3939503282,0.01067671739,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3924807962,0.01202527396
15836,19.795000,-0.3948592581,0.01073705405,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3935003498,0.01201015795
15837,19.796250,-0.3956527188,0.01055496559,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3945015214,0.01217450811
15838,19.797500,-0.3963472806,0.01052906644,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3954843034,0.01190849885
15839,19.798750,-0.3974371888,0.01094032452,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3964486903,0.01186875011
15840,19.800000,-0.3984659836,0.0110911699,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3973946799,0.01197038376
15841,19.801250,-0.3993829601,0.01104440726,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3983222723,0.01186352261
15842,19.802500,-0.4002990723,0.01081638224,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.3992314705,0.01193062408
15843,19.803750,-0.4011771418,0.01085414644,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4001222802,0.01193509983
15844,19.805000,-0.4021339864,0.01099762972,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4009947097,0.01184586418
15845,19.806250,-0.4028021283,0.01071534306,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.40184877,0.01194718369
15846,19.807500,-0.4037416987,0.01066534687,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4026844751,0.0121707164
15847,19.808750,-0.4043504745,0.01045393478,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4035018412,0.01206739343
15848,19.810000,-0.405171141,0.01043394674,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4043008877,0.01196437575
15849,19.811250,-0.4060603566,0.01045365445,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4050816364,0.0119717819
15850,19.812500,-0.4068234973,0.01044979412,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4058441119,0.01202621853
15851,19.813750,-0.4075218774,0.01036362071,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4065883413,0.01203747007
15852,19.815000,-0.4082098231,0.01034561079,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4073143548,0.01204733062
15853,19.816250,-0.408848308,0.01021762565,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4080221848,0.01193378007
15854,19.817500,-0.4092484415,0.009975297377,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4087118668,0.0120094649
15855,19.818750,-0.4101286754,0.01024247333,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4093834386,0.01202072639
15856,19.820000,-0.4104604721,0.009977058508,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4100369409,0.01221340042
15857,19.821250,-0.4109203629,0.01002627704,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.410672417,0.01225864273
15858,19.822500,-0.4114500023,0.009882814251,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4112899129,0.01226166883
15859,19.823750,-0.4121627584,0.009807716124,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4118894771,0.01256369994
15860,19.825000,-0.4128535017,0.01015011314,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4124711608,0.01248036832
15861,19.826250,-0.4133859798,0.01016040053,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.413035018,0.01229502272
15862,19.827500,-0.413857311,0.01002297737,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.413581105,0.0122766196
15863,19.828750,-0.4144462273,0.01013985835,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.414109481,0.0123412073
15864,19.830000,-0.4147863202,0.01006421819,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4146202076,0.01219952156
15865,19.831250,-0.4152547829,0.009975230321,1.728534698e-06,-1.728534698e-06,-1.728534698e-06,7.331371307e-06,0,9.6847e-12,1.23818e-06,0.01698886976,-0.01698887348,-0.4151133491,0.01220660345
