k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
100,0.500000,0.2705988921,0.01272466034,3.728084266e-06,-7.513910532e-06,-7.530674338e-06,3.439653665e-05,1.67638e-08,7.16483e-11,1.9824e-06,0.03735351562,-0.07421875,0.2648570434,0.02942485583
101,0.505000,0.2756984569,0.01269945409,3.705732524e-06,-7.4012205e-06,-7.417052984e-06,3.387033939e-05,1.58325e-08,7.06191e-11,1.98413e-06,0.037109375,-0.07421875,0.2696435044,0.02950572398
102,0.510000,0.2806737125,0.01369642746,3.685243428e-06,-7.291324437e-06,-7.302500308e-06,3.335345536e-05,1.11759e-08,6.96707e-11,1.98769e-06,0.03686523438,-0.07421875,0.2745412464,0.02978819125
103,0.515000,0.2857595831,0.01317159925,3.663823009e-06,-7.185153663e-06,-7.20191747e-06,3.287382424e-05,1.67638e-08,6.86969e-11,1.98838e-06,0.03662109375,-0.0703125,0.2795383197,0.02994106455
104,0.520000,0.2907772437,0.01305912901,3.643333912e-06,-7.081776857e-06,-7.100403309e-06,3.240164369e-05,1.86265e-08,6.77664e-11,1.98991e-06,0.03637695312,-0.0703125,0.2846225509,0.03020760904
105,0.525000,0.2959037758,0.01393947192,3.623776138e-06,-6.982125342e-06,-6.997957826e-06,3.193691373e-05,1.58325e-08,6.68715e-11,1.99209e-06,0.0361328125,-0.0703125,0.2897815775,0.03006916997
106,0.530000,0.3007904924,0.01412790827,3.604218364e-06,-6.883405149e-06,-6.89458102e-06,3.147963434e-05,1.11759e-08,6.60013e-11,1.99465e-06,0.0361328125,-0.0703125,0.2950028822,0.02994588522
107,0.535000,0.3053422458,0.01517773792,3.585591912e-06,-6.788410246e-06,-6.805174053e-06,3.10568139e-05,1.67638e-08,6.51607e-11,1.99595e-06,0.03588867188,-0.06640625,0.3002738274,0.02994229784
108,0.540000,0.3103341088,0.0154939387,3.566965461e-06,-6.696209311e-06,-6.714835763e-06,3.06405127e-05,1.86265e-08,6.43296e-11,1.99718e-06,0.03564453125,-0.06640625,0.3055816905,0.03004376706
109,0.545000,0.3152668215,0.01604838762,3.549270332e-06,-6.606802344e-06,-6.623566151e-06,3.023073077e-05,1.67638e-08,6.35364e-11,1.99921e-06,0.03540039062,-0.06640625,0.3109136991,0.02990842518
110,0.550000,0.320448488,0.01572252344,3.531575203e-06,-6.5183267e-06,-6.531365216e-06,2.982653677e-05,1.30385e-08,6.2761e-11,2.00153e-06,0.03540039062,-0.06640625,0.3162570664,0.03009052431
111,0.555000,0.3258380964,0.01537686773,3.514811397e-06,-6.432645023e-06,-6.438232958e-06,2.942886204e-05,5.58794e-09,6.2022e-11,2.00465e-06,0.03515625,-0.06640625,0.3215990259,0.03010867388
112,0.560000,0.3314771615,0.01461987477,3.49804759e-06,-6.349757314e-06,-6.359070539e-06,2.906192094e-05,9.31323e-09,6.12814e-11,2.00565e-06,0.03491210938,-0.0625,0.3269268672,0.02988085645
113,0.565000,0.3363867663,0.01530511491,3.481283784e-06,-6.26873225e-06,-6.278976798e-06,2.870056778e-05,1.02445e-08,6.05536e-11,2.00674e-06,0.03491210938,-0.0625,0.3322279702,0.02997488645
114,0.570000,0.341307763,0.01605749223,3.464519978e-06,-6.189569831e-06,-6.197951734e-06,2.834480256e-05,8.3819e-09,5.98385e-11,2.00791e-06,0.03466796875,-0.0625,0.3374898403,0.02956478728
115,0.575000,0.346903231,0.01526771206,3.448687494e-06,-6.11320138e-06,-6.115995347e-06,2.799369395e-05,2.79397e-09,5.91532e-11,2.00978e-06,0.03442382812,-0.0625,0.3427001417,0.02976393641
116,0.580000,0.3521451205,0.01569200307,3.433786333e-06,-6.037764251e-06,-6.047077477e-06,2.767238766e-05,9.31323e-09,5.85102e-11,2.01099e-06,0.03442382812,-0.05859375,0.3478467318,0.02987616587
117,0.585000,0.3570412621,0.01600114256,3.417953849e-06,-5.96512109e-06,-5.978159606e-06,2.735480666e-05,1.30385e-08,5.7837e-11,2.01089e-06,0.0341796875,-0.05859375,0.3529176937,0.02991058355
118,0.590000,0.3614216223,0.01702098362,3.40398401e-06,-5.895271897e-06,-5.908310413e-06,2.704188228e-05,1.30385e-08,5.7219e-11,2.01238e-06,0.03393554688,-0.05859375,0.3579013682,0.02975314807
119,0.595000,0.3659947291,0.01759279706,3.389082849e-06,-5.825422704e-06,-5.837529898e-06,2.67336145e-05,1.21072e-08,5.65963e-11,2.01344e-06,0.03393554688,-0.05859375,0.3627863858,0.02967165923
120,0.600000,0.3710132465,0.01771139726,3.37511301e-06,-5.758367479e-06,-5.766749382e-06,2.642907202e-05,8.3819e-09,5.5994e-11,2.01495e-06,0.03369140625,-0.05859375,0.3675616969,0.02971092922
121,0.605000,0.3752524331,0.01777009107,3.361143172e-06,-5.692243576e-06,-5.695037544e-06,2.612825483e-05,2.79397e-09,5.54033e-11,2.01666e-06,0.03369140625,-0.05859375,0.3722166014,0.02960261936
122,0.610000,0.3792164959,0.0183435427,3.348104656e-06,-5.627982318e-06,-5.636364222e-06,2.585444599e-05,8.3819e-09,5.4842e-11,2.01735e-06,0.03344726562,-0.0546875,0.3767407772,0.029654442
123,0.615000,0.3834364824,0.01863996685,3.334134817e-06,-5.564652383e-06,-5.576759577e-06,2.558436245e-05,1.21072e-08,5.42689e-11,2.01735e-06,0.03344726562,-0.0546875,0.3811243077,0.02975404497
124,0.620000,0.3879339844,0.01873274799,3.322027624e-06,-5.503185093e-06,-5.516223609e-06,2.531800419e-05,1.30385e-08,5.37503e-11,2.0191e-06,0.033203125,-0.0546875,0.3853577078,0.02959664082
