k,t,angle,bias,p00,p01,p10,p11,sym_resid,det,lambda_min,k0,k1,true_angle,true_bias
77,1.540000,0.06460303068,0.02802609,6.788410246e-06,-6.55092299e-06,-6.55092299e-06,1.811981201e-05,0,8.00901e-11,3.79301e-06,0.06788547989,-0.06550689042,0.06446315713,0.03008079682
78,1.560000,0.0620341599,0.02697754838,6.749294698e-06,-6.448477507e-06,-6.448477507e-06,1.785252243e-05,0,7.89091e-11,3.7919e-06,0.06748881843,-0.0644839108,0.05877054866,0.02955217698
79,1.580000,0.06398077682,0.02714285441,6.711110473e-06,-6.350688636e-06,-6.350688636e-06,1.760013402e-05,0,7.77852e-11,3.79058e-06,0.0671080295,-0.06350240111,0.0580937308,0.02985426702
80,1.600000,0.07030967996,0.02717851847,6.67385757e-06,-6.257556379e-06,-6.257556379e-06,1.736078411e-05,0,7.67064e-11,3.78874e-06,0.06674315315,-0.06257116795,0.06244426072,0.03017827175
81,1.620000,0.08157371357,0.02743670903,6.638467312e-06,-6.168149412e-06,-6.168149412e-06,1.713261008e-05,0,7.56882e-11,3.78753e-06,0.06638610922,-0.06168213487,0.07165793918,0.02965433533
82,1.640000,0.09565095976,0.02876307908,6.604939699e-06,-6.082467735e-06,-6.082467735e-06,1.691654325e-05,0,7.47363e-11,3.78712e-06,0.06604503933,-0.06082615256,0.08540333006,0.02959211445
83,1.660000,0.1137601472,0.0299303513,6.572343409e-06,-6.000511348e-06,-6.000511348e-06,1.671072096e-05,0,7.38225e-11,3.78642e-06,0.0657281084,-0.0600027889,0.1031974385,0.02956665209
84,1.680000,0.135654401,0.03080912121,6.540678442e-06,-5.922280252e-06,-5.922280252e-06,1.651514322e-05,0,7.29468e-11,3.78544e-06,0.06541096233,-0.05922238529,0.1244278268,0.02973420837
85,1.700000,0.1604949422,0.03083424084,6.509944797e-06,-5.847774446e-06,-5.847774446e-06,1.63288787e-05,0,7.21036e-11,3.78401e-06,0.06510174088,-0.05847576261,0.1483801588,0.02955570094
86,1.720000,0.18527814,0.03238098044,6.482005119e-06,-5.776062608e-06,-5.776062608e-06,1.615192741e-05,0,7.1334e-11,3.78439e-06,0.06481675059,-0.05776198208,0.1742699223,0.02956840298
87,1.740000,0.2119920254,0.03307250608,6.454065442e-06,-5.707144737e-06,-5.707144737e-06,1.598335803e-05,0,7.05861e-11,3.78411e-06,0.06453973614,-0.05707341433,0.2012768907,0.02893883431
88,1.760000,0.2395578362,0.03271142021,6.427057087e-06,-5.641020834e-06,-5.641020834e-06,1.582317054e-05,0,6.98753e-11,3.78394e-06,0.06427071244,-0.05641007423,0.2285807698,0.0287296501
89,1.780000,0.2664550059,0.03252727725,6.400980055e-06,-5.577690899e-06,-5.577690899e-06,1.567043364e-05,0,6.91955e-11,3.78372e-06,0.06400969345,-0.05578075349,0.2553964211,0.02896380561
90,1.800000,0.2909992971,0.03354608919,6.376765668e-06,-5.517154932e-06,-5.517154932e-06,1.552514732e-05,0,6.85612e-11,3.78421e-06,0.06376485527,-0.05517625809,0.28100708,0.02850735719
