t,naive_lambda_min,joseph_lambda_min,naive_sym_resid,joseph_sym_resid,naive_p00,joseph_p00,naive_angle_err_deg,joseph_angle_err_deg
27.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000694337,-0.00224415
27.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000599594,-0.0027654
27.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-8.4391e-05,-0.00296203
27.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000515978,-0.00243851
28,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000368261,-0.00382263
28.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00154902,-0.00466124
28.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00165437,-0.00505132
28.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00111371,-0.00407289
28.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0011553,-0.00328482
28.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000585503,-0.00305483
28.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000443739,-0.00302769
28.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00101803,-0.0033102
28.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00018021,-0.00247822
28.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00112103,-0.00235618
29,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00250269,-0.00195251
29.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00317484,-0.00187759
29.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00396287,-0.0025749
29.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00326346,-0.00425039
29.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00386681,-0.00357254
29.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00377248,-0.00383827
29.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00383714,-0.00311577
29.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00489907,-0.00172877
29.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00413613,-0.00222235
29.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00319911,-0.00265756
30,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00261866,-0.00310312
30.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00279516,-0.00302608
30.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00367299,-0.00211901
30.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00408827,-0.0023716
30.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00263491,-0.00329562
30.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00178778,-0.0033989
30.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00142577,-0.0027733
30.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00182012,-0.00181888
30.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.0023235,-0.000868545
30.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00233012,-0.000296947
31,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00084401,-0.000913057
31.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,9.067e-05,-0.00116139
31.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000163946,-0.000477239
31.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,1.00357e-05,-0.000327849
31.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,4.26127e-05,0.000364272
31.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0009815,-0.000423986
31.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00243032,-0.0016139
31.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00317941,-0.00149193
31.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0028031,-0.000795021
31.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00337847,-0.00115866
32,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00291996,-0.000217765
32.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00321594,-0.000222614
32.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00339195,-0.00036703
32.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00341765,-1.06673e-05
32.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00374647,0.000262632
32.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00314809,0.00117008
32.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00318183,0.00177113
32.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00339089,0.00113112
32.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00426329,0.000186152
32.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00430891,0.00058151
33,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00493042,3.42707e-05
33.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00572119,-0.000566315
33.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00549943,-0.000524068
33.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00538841,-0.00187513
33.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00574223,-0.00217986
33.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00640496,-0.00310961
33.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00605874,-0.00276083
33.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0048506,-0.00156464
33.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00465423,-0.00231361
33.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0047921,-0.00321156
34,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00515198,-0.0042886
34.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00550658,-0.00464277
34.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00537175,-0.00455896
34.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00420309,-0.0033109
34.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00335592,-0.00240396
34.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00321318,-0.00248982
34.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00354152,-0.00315199
34.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00318023,-0.00220224
34.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00211661,-0.000470541
34.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000973485,0.000381881
35,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-7.82089e-05,0.00163147
35.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000814066,0.000597862
35.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000668419,0.00047948
35.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000709034,0.00108171
35.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00026208,-0.000429904
35.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0007324,-1.20955e-05
35.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00205396,0.00077714
35.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00258152,4.82957e-06
35.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00301996,0.000387141
35.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00308724,-0.000218357
36,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00241945,-0.000152539
36.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00216753,0.000219211
36.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00173561,-0.000505972
36.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000942096,-0.00105574
36.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000192559,-0.00260554
36.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0015805,-0.00318218
36.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00137928,-0.00284478
36.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000790289,-0.00214203
36.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000777477,-0.00177276
36.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00103548,-0.00105853
37,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00202194,-0.00087212
37.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00175109,0.00106742
37.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00232083,0.00137772
37.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00167233,0.00235983
37.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00170505,0.00161805
37.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00189631,0.00145561
37.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00277504,0.000408043
37.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00337027,0.000568617
37.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00325783,0.00124198
37.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.0036539,0.000933643
38,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0034856,0.000783056
38.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00283138,0.00062299
38.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00280186,0.000417504
38.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00265526,0.000200183
38.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00280165,0.000329145
38.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00163433,0.000934247
38.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000426058,0.000912873
38.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000395059,-6.29411e-05
38.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,4.49978e-05,-0.000134294
38.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000293266,0.000251218
39,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000644587,0.000455263
39.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00113147,0.000196589
39.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00192774,0.000609296
39.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00135883,-0.000336764
39.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00139103,-0.000209376
39.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00112817,1.20773e-05
39.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00148353,0.0013512
39.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00210167,0.0009478
39.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00138192,0.000245122
39.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00113739,-0.0002216
40,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00109604,-0.000828152
40.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00107301,-0.000846269
40.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00185952,-0.000992506
40.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00120041,-0.00137692
40.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00033215,-0.00260739
40.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000580942,-0.00271794
40.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000800851,-0.00278161
40.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000928007,-0.0026522
40.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00055903,-0.00160875
40.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000446062,-0.00136714
41,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000739634,-0.0019252
41.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.0004213,-0.0026382
41.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000299237,-0.00364243
41.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000726613,-0.00492163
41.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000181758,-0.00475671
41.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00160715,-0.00615669
41.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00140479,-0.00574111
41.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00136653,-0.0049987
41.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00115586,-0.00436925
41.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.000735735,-0.00368616
42,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00060668,-0.00338401
42.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000708908,-0.00313981
42.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00192899,-0.00427858
42.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00313046,-0.00453812
42.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00329105,-0.00366031
42.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00268939,-0.00238587
42.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00266109,-0.00305361
42.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00261055,-0.0022447
42.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00107787,-0.00054064
42.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00151539,-0.00156982
43,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00128248,-0.00142655
43.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000293816,0.000826784
43.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000380982,0.000902851
43.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00150418,0.00170973
43.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00202517,0.00155346
43.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.0026328,0.00209791
43.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00242368,0.00245164
43.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00229389,0.00205697
43.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00194771,0.00120962
43.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00259197,0.00075807
44,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00321656,0.000761536
44.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00296952,0.000185366
44.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00332025,0.000843879
44.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00448685,0.00240813
44.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00409328,0.00238402
44.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00329907,0.00186045
44.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00235039,0.00120569
44.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00112477,0.000154247
44.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00052885,-0.000337944
44.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00023368,-0.00106939
45,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00100853,-0.000155163
45.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00195113,0.000188942
45.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00235695,-7.60927e-05
45.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00198874,5.49479e-05
45.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00262428,0.00151714
45.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00259559,0.00273711
45.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00282362,0.00268147
45.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00317953,0.0021486
45.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00351087,0.00156448
45.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00379321,0.0017623
46,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00328587,0.000622947
46.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00455285,0.00188246
46.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00456331,0.000950567
46.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0041689,-0.000119612
46.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00445856,-0.00139257
46.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00442403,-0.00131653
46.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0039993,-0.00156325
46.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00401086,-0.00165094
46.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00424708,-0.000962428
46.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00415585,-0.000811833
47,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00254461,-0.00252147
47.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00134567,-0.00242438
47.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00154489,-0.00217394
47.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00230085,-0.00153707
47.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00279944,-0.00144467
47.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00297476,-0.00107042
47.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.0033535,-0.000888046
47.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00335642,-0.000339785
47.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00293526,-0.000459553
47.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00373198,0.000803745
48,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00390624,0.000645683
48.1,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00380117,0.00031863
48.2,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00421155,-0.000286769
48.3,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00475287,-9.12244e-05
48.4,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.0052972,-0.000658936
48.5,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00545732,-0.00143328
48.6,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00470941,-0.00208193
48.7,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00293828,-0.00358028
48.8,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00143905,-0.00354485
48.9,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000347145,-0.00404211
49,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000560003,-0.0022154
49.1,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000440658,-0.00100627
49.2,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.000397022,-0.00188963
49.3,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.000150366,-0.00222824
49.4,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000526293,-0.00205574
49.5,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00137736,-0.0012608
49.6,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.00133847,-0.00137461
49.7,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.00152201,-0.00190418
49.8,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.00149184,-0.00248247
49.9,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000901317,-0.00266703
50,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,0.000487613,-0.00303463
50.1,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,0.000167324,-0.00187255
50.2,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,0.000241637,-0.000900715
50.3,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00129885,-0.00137441
50.4,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.0021109,-0.00146929
50.5,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00212016,-0.000476213
50.6,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.00255972,-0.0011066
50.7,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00267371,-0.000853676
50.8,2.04467e-06,2.06676e-06,6.23986e-08,0,2.55182e-06,2.56207e-06,-0.00233863,0.000469433
50.9,2.04536e-06,2.06676e-06,5.86733e-08,0,2.55182e-06,2.56207e-06,-0.0013504,0.00166812
51,2.04584e-06,2.06676e-06,5.58794e-08,0,2.55182e-06,2.56207e-06,-0.00199791,0.000612284
