scenario,anomaly_kind,method,fpr,tpr
unimodal,spike,"incremental, rank from gap criterion",0.17,0.991667
unimodal,spike,"incremental, rank from gap criterion",0.18,1.0
unimodal,spike,"incremental, rank from gap criterion",0.19,1.0
unimodal,spike,"incremental, rank from gap criterion",0.2,1.0
unimodal,spike,"incremental, rank from gap criterion",0.21,1.0
unimodal,spike,"incremental, rank from gap criterion",0.22,1.0
unimodal,spike,"incremental, rank from gap criterion",0.23,1.0
unimodal,spike,"incremental, rank from gap criterion",0.24,1.0
unimodal,spike,"incremental, rank from gap criterion",0.25,1.0
unimodal,spike,"incremental, rank from gap criterion",0.26,1.0
unimodal,spike,"incremental, rank from gap criterion",0.27,1.0
unimodal,spike,"incremental, rank from gap criterion",0.28,1.0
unimodal,spike,"incremental, rank from gap criterion",0.29,1.0
unimodal,spike,"incremental, rank from gap criterion",0.3,1.0
unimodal,spike,"incremental, rank from gap criterion",0.31,1.0
unimodal,spike,"incremental, rank from gap criterion",0.32,1.0
unimodal,spike,"incremental, rank from gap criterion",0.33,1.0
unimodal,spike,"incremental, rank from gap criterion",0.34,1.0
unimodal,spike,"incremental, rank from gap criterion",0.35,1.0
unimodal,spike,"incremental, rank from gap criterion",0.36,1.0
unimodal,spike,"incremental, rank from gap criterion",0.37,1.0
unimodal,spike,"incremental, rank from gap criterion",0.38,1.0
unimodal,spike,"incremental, rank from gap criterion",0.39,1.0
unimodal,spike,"incremental, rank from gap criterion",0.4,1.0
unimodal,spike,"incremental, rank from gap criterion",0.41,1.0
unimodal,spike,"incremental, rank from gap criterion",0.42,1.0
unimodal,spike,"incremental, rank from gap criterion",0.43,1.0
unimodal,spike,"incremental, rank from gap criterion",0.44,1.0
unimodal,spike,"incremental, rank from gap criterion",0.45,1.0
unimodal,spike,"incremental, rank from gap criterion",0.46,1.0
unimodal,spike,"incremental, rank from gap criterion",0.47,1.0
unimodal,spike,"incremental, rank from gap criterion",0.48,1.0
unimodal,spike,"incremental, rank from gap criterion",0.49,1.0
unimodal,spike,"incremental, rank from gap criterion",0.5,1.0
unimodal,spike,"incremental, rank from gap criterion",0.51,1.0
unimodal,spike,"incremental, rank from gap criterion",0.52,1.0
unimodal,spike,"incremental, rank from gap criterion",0.53,1.0
unimodal,spike,"incremental, rank from gap criterion",0.54,1.0
unimodal,spike,"incremental, rank from gap criterion",0.55,1.0
unimodal,spike,"incremental, rank from gap criterion",0.56,1.0
unimodal,spike,"incremental, rank from gap criterion",0.57,1.0
unimodal,spike,"incremental, rank from gap criterion",0.58,1.0
unimodal,spike,"incremental, rank from gap criterion",0.59,1.0
unimodal,spike,"incremental, rank from gap criterion",0.6,1.0
unimodal,spike,"incremental, rank from gap criterion",0.61,1.0
unimodal,spike,"incremental, rank from gap criterion",0.62,1.0
unimodal,spike,"incremental, rank from gap criterion",0.63,1.0
unimodal,spike,"incremental, rank from gap criterion",0.64,1.0
unimodal,spike,"incremental, rank from gap criterion",0.65,1.0
unimodal,spike,"incremental, rank from gap criterion",0.66,1.0
unimodal,spike,"incremental, rank from gap criterion",0.67,1.0
unimodal,spike,"incremental, rank from gap criterion",0.68,1.0
unimodal,spike,"incremental, rank from gap criterion",0.69,1.0
unimodal,spike,"incremental, rank from gap criterion",0.7,1.0
unimodal,spike,"incremental, rank from gap criterion",0.71,1.0
unimodal,spike,"incremental, rank from gap criterion",0.72,1.0
unimodal,spike,"incremental, rank from gap criterion",0.73,1.0
unimodal,spike,"incremental, rank from gap criterion",0.74,1.0
unimodal,spike,"incremental, rank from gap criterion",0.75,1.0
unimodal,spike,"incremental, rank from gap criterion",0.76,1.0
unimodal,spike,"incremental, rank from gap criterion",0.77,1.0
unimodal,spike,"incremental, rank from gap criterion",0.78,1.0
unimodal,spike,"incremental, rank from gap criterion",0.79,1.0
unimodal,spike,"incremental, rank from gap criterion",0.8,1.0
unimodal,spike,"incremental, rank from gap criterion",0.81,1.0
unimodal,spike,"incremental, rank from gap criterion",0.82,1.0
unimodal,spike,"incremental, rank from gap criterion",0.83,1.0
unimodal,spike,"incremental, rank from gap criterion",0.84,1.0
unimodal,spike,"incremental, rank from gap criterion",0.85,1.0
unimodal,spike,"incremental, rank from gap criterion",0.86,1.0
unimodal,spike,"incremental, rank from gap criterion",0.87,1.0
unimodal,spike,"incremental, rank from gap criterion",0.88,1.0
unimodal,spike,"incremental, rank from gap criterion",0.89,1.0
unimodal,spike,"incremental, rank from gap criterion",0.9,1.0
unimodal,spike,"incremental, rank from gap criterion",0.91,1.0
unimodal,spike,"incremental, rank from gap criterion",0.92,1.0
unimodal,spike,"incremental, rank from gap criterion",0.93,1.0
unimodal,spike,"incremental, rank from gap criterion",0.94,1.0
unimodal,spike,"incremental, rank from gap criterion",0.95,1.0
unimodal,spike,"incremental, rank from gap criterion",0.96,1.0
unimodal,spike,"incremental, rank from gap criterion",0.97,1.0
unimodal,spike,"incremental, rank from gap criterion",0.98,1.0
unimodal,spike,"incremental, rank from gap criterion",0.99,1.0
unimodal,spike,"incremental, rank from gap criterion",1.0,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.0,0.41
unimodal,rotate,"incremental, rank from gap criterion",0.01,0.734
unimodal,rotate,"incremental, rank from gap criterion",0.02,0.8
unimodal,rotate,"incremental, rank from gap criterion",0.03,0.82
unimodal,rotate,"incremental, rank from gap criterion",0.04,0.844
unimodal,rotate,"incremental, rank from gap criterion",0.05,0.866
unimodal,rotate,"incremental, rank from gap criterion",0.06,0.878
unimodal,rotate,"incremental, rank from gap criterion",0.07,0.886
unimodal,rotate,"incremental, rank from gap criterion",0.08,0.894
unimodal,rotate,"incremental, rank from gap criterion",0.09,0.898
unimodal,rotate,"incremental, rank from gap criterion",0.1,0.902
unimodal,rotate,"incremental, rank from gap criterion",0.11,0.906
unimodal,rotate,"incremental, rank from gap criterion",0.12,0.918
unimodal,rotate,"incremental, rank from gap criterion",0.13,0.922
unimodal,rotate,"incremental, rank from gap criterion",0.14,0.924
unimodal,rotate,"incremental, rank from gap criterion",0.15,0.924
unimodal,rotate,"incremental, rank from gap criterion",0.16,0.928
unimodal,rotate,"incremental, rank from gap criterion",0.17,0.928
unimodal,rotate,"incremental, rank from gap criterion",0.18,0.934
unimodal,rotate,"incremental, rank from gap criterion",0.19,0.934
unimodal,rotate,"incremental, rank from gap criterion",0.2,0.934
unimodal,rotate,"incremental, rank from gap criterion",0.21,0.936
unimodal,rotate,"incremental, rank from gap criterion",0.22,0.938
unimodal,rotate,"incremental, rank from gap criterion",0.23,0.938
unimodal,rotate,"incremental, rank from gap criterion",0.24,0.94
unimodal,rotate,"incremental, rank from gap criterion",0.25,0.948
unimodal,rotate,"incremental, rank from gap criterion",0.26,0.952
unimodal,rotate,"incremental, rank from gap criterion",0.27,0.956
unimodal,rotate,"incremental, rank from gap criterion",0.28,0.956
unimodal,rotate,"incremental, rank from gap criterion",0.29,0.958
unimodal,rotate,"incremental, rank from gap criterion",0.3,0.958
unimodal,rotate,"incremental, rank from gap criterion",0.31,0.958
unimodal,rotate,"incremental, rank from gap criterion",0.32,0.958
unimodal,rotate,"incremental, rank from gap criterion",0.33,0.958
unimodal,rotate,"incremental, rank from gap criterion",0.34,0.962
unimodal,rotate,"incremental, rank from gap criterion",0.35,0.966
unimodal,rotate,"incremental, rank from gap criterion",0.36,0.966
unimodal,rotate,"incremental, rank from gap criterion",0.37,0.968
unimodal,rotate,"incremental, rank from gap criterion",0.38,0.97
unimodal,rotate,"incremental, rank from gap criterion",0.39,0.974
unimodal,rotate,"incremental, rank from gap criterion",0.4,0.974
unimodal,rotate,"incremental, rank from gap criterion",0.41,0.974
unimodal,rotate,"incremental, rank from gap criterion",0.42,0.976
unimodal,rotate,"incremental, rank from gap criterion",0.43,0.976
unimodal,rotate,"incremental, rank from gap criterion",0.44,0.978
unimodal,rotate,"incremental, rank from gap criterion",0.45,0.982
unimodal,rotate,"incremental, rank from gap criterion",0.46,0.982
unimodal,rotate,"incremental, rank from gap criterion",0.47,0.986
unimodal,rotate,"incremental, rank from gap criterion",0.48,0.986
unimodal,rotate,"incremental, rank from gap criterion",0.49,0.988
unimodal,rotate,"incremental, rank from gap criterion",0.5,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.51,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.52,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.53,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.54,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.55,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.56,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.57,0.99
unimodal,rotate,"incremental, rank from gap criterion",0.58,0.994
unimodal,rotate,"incremental, rank from gap criterion",0.59,0.994
unimodal,rotate,"incremental, rank from gap criterion",0.6,0.994
unimodal,rotate,"incremental, rank from gap criterion",0.61,0.996
unimodal,rotate,"incremental, rank from gap criterion",0.62,0.996
unimodal,rotate,"incremental, rank from gap criterion",0.63,0.996
unimodal,rotate,"incremental, rank from gap criterion",0.64,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.65,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.66,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.67,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.68,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.69,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.7,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.71,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.72,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.73,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.74,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.75,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.76,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.77,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.78,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.79,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.8,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.81,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.82,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.83,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.84,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.85,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.86,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.87,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.88,0.998
unimodal,rotate,"incremental, rank from gap criterion",0.89,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.9,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.91,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.92,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.93,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.94,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.95,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.96,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.97,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.98,1.0
unimodal,rotate,"incremental, rank from gap criterion",0.99,1.0
unimodal,rotate,"incremental, rank from gap criterion",1.0,1.0
unimodal,spike,"C host binary, reorth",0.0,0.166667
unimodal,spike,"C host binary, reorth",0.01,0.633333
unimodal,spike,"C host binary, reorth",0.02,0.741667
unimodal,spike,"C host binary, reorth",0.03,0.85
unimodal,spike,"C host binary, reorth",0.04,0.908333
unimodal,spike,"C host binary, reorth",0.05,0.925
unimodal,spike,"C host binary, reorth",0.06,0.941667
unimodal,spike,"C host binary, reorth",0.07,0.966667
unimodal,spike,"C host binary, reorth",0.08,0.966667
unimodal,spike,"C host binary, reorth",0.09,0.966667
unimodal,spike,"C host binary, reorth",0.1,0.975
unimodal,spike,"C host binary, reorth",0.11,0.983333
unimodal,spike,"C host binary, reorth",0.12,0.991667
unimodal,spike,"C host binary, reorth",0.13,0.991667
unimodal,spike,"C host binary, reorth",0.14,0.991667
unimodal,spike,"C host binary, reorth",0.15,0.991667
unimodal,spike,"C host binary, reorth",0.16,0.991667
unimodal,spike,"C host binary, reorth",0.17,0.991667
unimodal,spike,"C host binary, reorth",0.18,1.0
unimodal,spike,"C host binary, reorth",0.19,1.0
unimodal,spike,"C host binary, reorth",0.2,1.0
unimodal,spike,"C host binary, reorth",0.21,1.0
unimodal,spike,"C host binary, reorth",0.22,1.0
unimodal,spike,"C host binary, reorth",0.23,1.0
unimodal,spike,"C host binary, reorth",0.24,1.0
unimodal,spike,"C host binary, reorth",0.25,1.0
unimodal,spike,"C host binary, reorth",0.26,1.0
unimodal,spike,"C host binary, reorth",0.27,1.0
unimodal,spike,"C host binary, reorth",0.28,1.0
unimodal,spike,"C host binary, reorth",0.29,1.0
unimodal,spike,"C host binary, reorth",0.3,1.0
unimodal,spike,"C host binary, reorth",0.31,1.0
unimodal,spike,"C host binary, reorth",0.32,1.0
unimodal,spike,"C host binary, reorth",0.33,1.0
unimodal,spike,"C host binary, reorth",0.34,1.0
unimodal,spike,"C host binary, reorth",0.35,1.0
unimodal,spike,"C host binary, reorth",0.36,1.0
unimodal,spike,"C host binary, reorth",0.37,1.0
unimodal,spike,"C host binary, reorth",0.38,1.0
unimodal,spike,"C host binary, reorth",0.39,1.0
unimodal,spike,"C host binary, reorth",0.4,1.0
unimodal,spike,"C host binary, reorth",0.41,1.0
unimodal,spike,"C host binary, reorth",0.42,1.0
unimodal,spike,"C host binary, reorth",0.43,1.0
unimodal,spike,"C host binary, reorth",0.44,1.0
unimodal,spike,"C host binary, reorth",0.45,1.0
unimodal,spike,"C host binary, reorth",0.46,1.0
unimodal,spike,"C host binary, reorth",0.47,1.0
unimodal,spike,"C host binary, reorth",0.48,1.0
unimodal,spike,"C host binary, reorth",0.49,1.0
unimodal,spike,"C host binary, reorth",0.5,1.0
unimodal,spike,"C host binary, reorth",0.51,1.0
unimodal,spike,"C host binary, reorth",0.52,1.0
unimodal,spike,"C host binary, reorth",0.53,1.0
unimodal,spike,"C host binary, reorth",0.54,1.0
unimodal,spike,"C host binary, reorth",0.55,1.0
unimodal,spike,"C host binary, reorth",0.56,1.0
unimodal,spike,"C host binary, reorth",0.57,1.0
unimodal,spike,"C host binary, reorth",0.58,1.0
unimodal,spike,"C host binary, reorth",0.59,1.0
unimodal,spike,"C host binary, reorth",0.6,1.0
unimodal,spike,"C host binary, reorth",0.61,1.0
unimodal,spike,"C host binary, reorth",0.62,1.0
unimodal,spike,"C host binary, reorth",0.63,1.0
unimodal,spike,"C host binary, reorth",0.64,1.0
unimodal,spike,"C host binary, reorth",0.65,1.0
unimodal,spike,"C host binary, reorth",0.66,1.0
unimodal,spike,"C host binary, reorth",0.67,1.0
unimodal,spike,"C host binary, reorth",0.68,1.0
unimodal,spike,"C host binary, reorth",0.69,1.0
unimodal,spike,"C host binary, reorth",0.7,1.0
unimodal,spike,"C host binary, reorth",0.71,1.0
unimodal,spike,"C host binary, reorth",0.72,1.0
unimodal,spike,"C host binary, reorth",0.73,1.0
unimodal,spike,"C host binary, reorth",0.74,1.0
unimodal,spike,"C host binary, reorth",0.75,1.0
unimodal,spike,"C host binary, reorth",0.76,1.0
unimodal,spike,"C host binary, reorth",0.77,1.0
unimodal,spike,"C host binary, reorth",0.78,1.0
unimodal,spike,"C host binary, reorth",0.79,1.0
unimodal,spike,"C host binary, reorth",0.8,1.0
unimodal,spike,"C host binary, reorth",0.81,1.0
unimodal,spike,"C host binary, reorth",0.82,1.0
unimodal,spike,"C host binary, reorth",0.83,1.0
unimodal,spike,"C host binary, reorth",0.84,1.0
unimodal,spike,"C host binary, reorth",0.85,1.0
unimodal,spike,"C host binary, reorth",0.86,1.0
unimodal,spike,"C host binary, reorth",0.87,1.0
unimodal,spike,"C host binary, reorth",0.88,1.0
unimodal,spike,"C host binary, reorth",0.89,1.0
unimodal,spike,"C host binary, reorth",0.9,1.0
unimodal,spike,"C host binary, reorth",0.91,1.0
unimodal,spike,"C host binary, reorth",0.92,1.0
unimodal,spike,"C host binary, reorth",0.93,1.0
unimodal,spike,"C host binary, reorth",0.94,1.0
unimodal,spike,"C host binary, reorth",0.95,1.0
unimodal,spike,"C host binary, reorth",0.96,1.0
unimodal,spike,"C host binary, reorth",0.97,1.0
unimodal,spike,"C host binary, reorth",0.98,1.0
unimodal,spike,"C host binary, reorth",0.99,1.0
unimodal,spike,"C host binary, reorth",1.0,1.0
unimodal,rotate,"C host binary, reorth",0.0,0.41
unimodal,rotate,"C host binary, reorth",0.01,0.734
unimodal,rotate,"C host binary, reorth",0.02,0.8
unimodal,rotate,"C host binary, reorth",0.03,0.82
unimodal,rotate,"C host binary, reorth",0.04,0.844
unimodal,rotate,"C host binary, reorth",0.05,0.866
unimodal,rotate,"C host binary, reorth",0.06,0.878
unimodal,rotate,"C host binary, reorth",0.07,0.886
unimodal,rotate,"C host binary, reorth",0.08,0.894
unimodal,rotate,"C host binary, reorth",0.09,0.898
unimodal,rotate,"C host binary, reorth",0.1,0.902
unimodal,rotate,"C host binary, reorth",0.11,0.906
unimodal,rotate,"C host binary, reorth",0.12,0.918
unimodal,rotate,"C host binary, reorth",0.13,0.922
unimodal,rotate,"C host binary, reorth",0.14,0.924
unimodal,rotate,"C host binary, reorth",0.15,0.924
unimodal,rotate,"C host binary, reorth",0.16,0.928
unimodal,rotate,"C host binary, reorth",0.17,0.928
unimodal,rotate,"C host binary, reorth",0.18,0.934
unimodal,rotate,"C host binary, reorth",0.19,0.934
unimodal,rotate,"C host binary, reorth",0.2,0.934
unimodal,rotate,"C host binary, reorth",0.21,0.936
unimodal,rotate,"C host binary, reorth",0.22,0.938
unimodal,rotate,"C host binary, reorth",0.23,0.938
unimodal,rotate,"C host binary, reorth",0.24,0.94
unimodal,rotate,"C host binary, reorth",0.25,0.948
unimodal,rotate,"C host binary, reorth",0.26,0.952
unimodal,rotate,"C host binary, reorth",0.27,0.956
unimodal,rotate,"C host binary, reorth",0.28,0.956
unimodal,rotate,"C host binary, reorth",0.29,0.958
unimodal,rotate,"C host binary, reorth",0.3,0.958
unimodal,rotate,"C host binary, reorth",0.31,0.958
unimodal,rotate,"C host binary, reorth",0.32,0.958
unimodal,rotate,"C host binary, reorth",0.33,0.958
unimodal,rotate,"C host binary, reorth",0.34,0.962
unimodal,rotate,"C host binary, reorth",0.35,0.966
unimodal,rotate,"C host binary, reorth",0.36,0.966
unimodal,rotate,"C host binary, reorth",0.37,0.968
unimodal,rotate,"C host binary, reorth",0.38,0.97
unimodal,rotate,"C host binary, reorth",0.39,0.974
unimodal,rotate,"C host binary, reorth",0.4,0.974
unimodal,rotate,"C host binary, reorth",0.41,0.974
unimodal,rotate,"C host binary, reorth",0.42,0.976
unimodal,rotate,"C host binary, reorth",0.43,0.976
unimodal,rotate,"C host binary, reorth",0.44,0.978
unimodal,rotate,"C host binary, reorth",0.45,0.982
unimodal,rotate,"C host binary, reorth",0.46,0.982
unimodal,rotate,"C host binary, reorth",0.47,0.986
unimodal,rotate,"C host binary, reorth",0.48,0.986
unimodal,rotate,"C host binary, reorth",0.49,0.988
unimodal,rotate,"C host binary, reorth",0.5,0.99
unimodal,rotate,"C host binary, reorth",0.51,0.99
unimodal,rotate,"C host binary, reorth",0.52,0.99
unimodal,rotate,"C host binary, reorth",0.53,0.99
unimodal,rotate,"C host binary, reorth",0.54,0.99
unimodal,rotate,"C host binary, reorth",0.55,0.99
unimodal,rotate,"C host binary, reorth",0.56,0.99
unimodal,rotate,"C host binary, reorth",0.57,0.99
unimodal,rotate,"C host binary, reorth",0.58,0.994
unimodal,rotate,"C host binary, reorth",0.59,0.994
unimodal,rotate,"C host binary, reorth",0.6,0.994
unimodal,rotate,"C host binary, reorth",0.61,0.996
unimodal,rotate,"C host binary, reorth",0.62,0.996
unimodal,rotate,"C host binary, reorth",0.63,0.996
unimodal,rotate,"C host binary, reorth",0.64,0.998
unimodal,rotate,"C host binary, reorth",0.65,0.998
unimodal,rotate,"C host binary, reorth",0.66,0.998
unimodal,rotate,"C host binary, reorth",0.67,0.998
unimodal,rotate,"C host binary, reorth",0.68,0.998
unimodal,rotate,"C host binary, reorth",0.69,0.998
unimodal,rotate,"C host binary, reorth",0.7,0.998
unimodal,rotate,"C host binary, reorth",0.71,0.998
unimodal,rotate,"C host binary, reorth",0.72,0.998
unimodal,rotate,"C host binary, reorth",0.73,0.998
unimodal,rotate,"C host binary, reorth",0.74,0.998
unimodal,rotate,"C host binary, reorth",0.75,0.998
unimodal,rotate,"C host binary, reorth",0.76,0.998
unimodal,rotate,"C host binary, reorth",0.77,0.998
unimodal,rotate,"C host binary, reorth",0.78,0.998
unimodal,rotate,"C host binary, reorth",0.79,0.998
unimodal,rotate,"C host binary, reorth",0.8,0.998
unimodal,rotate,"C host binary, reorth",0.81,0.998
unimodal,rotate,"C host binary, reorth",0.82,0.998
unimodal,rotate,"C host binary, reorth",0.83,0.998
unimodal,rotate,"C host binary, reorth",0.84,0.998
unimodal,rotate,"C host binary, reorth",0.85,0.998
unimodal,rotate,"C host binary, reorth",0.86,0.998
unimodal,rotate,"C host binary, reorth",0.87,0.998
unimodal,rotate,"C host binary, reorth",0.88,0.998
unimodal,rotate,"C host binary, reorth",0.89,1.0
unimodal,rotate,"C host binary, reorth",0.9,1.0
unimodal,rotate,"C host binary, reorth",0.91,1.0
unimodal,rotate,"C host binary, reorth",0.92,1.0
unimodal,rotate,"C host binary, reorth",0.93,1.0
unimodal,rotate,"C host binary, reorth",0.94,1.0
unimodal,rotate,"C host binary, reorth",0.95,1.0
unimodal,rotate,"C host binary, reorth",0.96,1.0
unimodal,rotate,"C host binary, reorth",0.97,1.0
unimodal,rotate,"C host binary, reorth",0.98,1.0
unimodal,rotate,"C host binary, reorth",0.99,1.0
unimodal,rotate,"C host binary, reorth",1.0,1.0
unimodal,spike,"C host binary, no reorth",0.0,0.166667
unimodal,spike,"C host binary, no reorth",0.01,0.633333
unimodal,spike,"C host binary, no reorth",0.02,0.741667
unimodal,spike,"C host binary, no reorth",0.03,0.85
unimodal,spike,"C host binary, no reorth",0.04,0.908333
unimodal,spike,"C host binary, no reorth",0.05,0.925
unimodal,spike,"C host binary, no reorth",0.06,0.941667
unimodal,spike,"C host binary, no reorth",0.07,0.966667
unimodal,spike,"C host binary, no reorth",0.08,0.966667
unimodal,spike,"C host binary, no reorth",0.09,0.966667
unimodal,spike,"C host binary, no reorth",0.1,0.975
unimodal,spike,"C host binary, no reorth",0.11,0.983333
unimodal,spike,"C host binary, no reorth",0.12,0.991667
unimodal,spike,"C host binary, no reorth",0.13,0.991667
unimodal,spike,"C host binary, no reorth",0.14,0.991667
unimodal,spike,"C host binary, no reorth",0.15,0.991667
unimodal,spike,"C host binary, no reorth",0.16,0.991667
unimodal,spike,"C host binary, no reorth",0.17,0.991667
unimodal,spike,"C host binary, no reorth",0.18,1.0
unimodal,spike,"C host binary, no reorth",0.19,1.0
unimodal,spike,"C host binary, no reorth",0.2,1.0
unimodal,spike,"C host binary, no reorth",0.21,1.0
unimodal,spike,"C host binary, no reorth",0.22,1.0
unimodal,spike,"C host binary, no reorth",0.23,1.0
unimodal,spike,"C host binary, no reorth",0.24,1.0
unimodal,spike,"C host binary, no reorth",0.25,1.0
unimodal,spike,"C host binary, no reorth",0.26,1.0
unimodal,spike,"C host binary, no reorth",0.27,1.0
unimodal,spike,"C host binary, no reorth",0.28,1.0
unimodal,spike,"C host binary, no reorth",0.29,1.0
unimodal,spike,"C host binary, no reorth",0.3,1.0
unimodal,spike,"C host binary, no reorth",0.31,1.0
unimodal,spike,"C host binary, no reorth",0.32,1.0
unimodal,spike,"C host binary, no reorth",0.33,1.0
unimodal,spike,"C host binary, no reorth",0.34,1.0
unimodal,spike,"C host binary, no reorth",0.35,1.0
unimodal,spike,"C host binary, no reorth",0.36,1.0
unimodal,spike,"C host binary, no reorth",0.37,1.0
unimodal,spike,"C host binary, no reorth",0.38,1.0
unimodal,spike,"C host binary, no reorth",0.39,1.0
unimodal,spike,"C host binary, no reorth",0.4,1.0
unimodal,spike,"C host binary, no reorth",0.41,1.0
unimodal,spike,"C host binary, no reorth",0.42,1.0
unimodal,spike,"C host binary, no reorth",0.43,1.0
unimodal,spike,"C host binary, no reorth",0.44,1.0
unimodal,spike,"C host binary, no reorth",0.45,1.0
unimodal,spike,"C host binary, no reorth",0.46,1.0
unimodal,spike,"C host binary, no reorth",0.47,1.0
unimodal,spike,"C host binary, no reorth",0.48,1.0
unimodal,spike,"C host binary, no reorth",0.49,1.0
unimodal,spike,"C host binary, no reorth",0.5,1.0
unimodal,spike,"C host binary, no reorth",0.51,1.0
unimodal,spike,"C host binary, no reorth",0.52,1.0
unimodal,spike,"C host binary, no reorth",0.53,1.0
unimodal,spike,"C host binary, no reorth",0.54,1.0
unimodal,spike,"C host binary, no reorth",0.55,1.0
unimodal,spike,"C host binary, no reorth",0.56,1.0
unimodal,spike,"C host binary, no reorth",0.57,1.0
unimodal,spike,"C host binary, no reorth",0.58,1.0
unimodal,spike,"C host binary, no reorth",0.59,1.0
unimodal,spike,"C host binary, no reorth",0.6,1.0
unimodal,spike,"C host binary, no reorth",0.61,1.0
unimodal,spike,"C host binary, no reorth",0.62,1.0
unimodal,spike,"C host binary, no reorth",0.63,1.0
unimodal,spike,"C host binary, no reorth",0.64,1.0
unimodal,spike,"C host binary, no reorth",0.65,1.0
unimodal,spike,"C host binary, no reorth",0.66,1.0
unimodal,spike,"C host binary, no reorth",0.67,1.0
unimodal,spike,"C host binary, no reorth",0.68,1.0
unimodal,spike,"C host binary, no reorth",0.69,1.0
unimodal,spike,"C host binary, no reorth",0.7,1.0
unimodal,spike,"C host binary, no reorth",0.71,1.0
unimodal,spike,"C host binary, no reorth",0.72,1.0
unimodal,spike,"C host binary, no reorth",0.73,1.0
unimodal,spike,"C host binary, no reorth",0.74,1.0
unimodal,spike,"C host binary, no reorth",0.75,1.0
unimodal,spike,"C host binary, no reorth",0.76,1.0
unimodal,spike,"C host binary, no reorth",0.77,1.0
unimodal,spike,"C host binary, no reorth",0.78,1.0
unimodal,spike,"C host binary, no reorth",0.79,1.0
unimodal,spike,"C host binary, no reorth",0.8,1.0
unimodal,spike,"C host binary, no reorth",0.81,1.0
unimodal,spike,"C host binary, no reorth",0.82,1.0
unimodal,spike,"C host binary, no reorth",0.83,1.0
unimodal,spike,"C host binary, no reorth",0.84,1.0
unimodal,spike,"C host binary, no reorth",0.85,1.0
unimodal,spike,"C host binary, no reorth",0.86,1.0
unimodal,spike,"C host binary, no reorth",0.87,1.0
unimodal,spike,"C host binary, no reorth",0.88,1.0
unimodal,spike,"C host binary, no reorth",0.89,1.0
unimodal,spike,"C host binary, no reorth",0.9,1.0
unimodal,spike,"C host binary, no reorth",0.91,1.0
unimodal,spike,"C host binary, no reorth",0.92,1.0
unimodal,spike,"C host binary, no reorth",0.93,1.0
unimodal,spike,"C host binary, no reorth",0.94,1.0
unimodal,spike,"C host binary, no reorth",0.95,1.0
unimodal,spike,"C host binary, no reorth",0.96,1.0
unimodal,spike,"C host binary, no reorth",0.97,1.0
unimodal,spike,"C host binary, no reorth",0.98,1.0
unimodal,spike,"C host binary, no reorth",0.99,1.0
unimodal,spike,"C host binary, no reorth",1.0,1.0
unimodal,rotate,"C host binary, no reorth",0.0,0.41
unimodal,rotate,"C host binary, no reorth",0.01,0.734
unimodal,rotate,"C host binary, no reorth",0.02,0.8
unimodal,rotate,"C host binary, no reorth",0.03,0.82
unimodal,rotate,"C host binary, no reorth",0.04,0.844
unimodal,rotate,"C host binary, no reorth",0.05,0.866
unimodal,rotate,"C host binary, no reorth",0.06,0.878
