scenario,anomaly_kind,method,fpr,tpr
multimode,spike,"C host binary, reorth",0.13,0.225
multimode,spike,"C host binary, reorth",0.14,0.25
multimode,spike,"C host binary, reorth",0.15,0.258333
multimode,spike,"C host binary, reorth",0.16,0.266667
multimode,spike,"C host binary, reorth",0.17,0.275
multimode,spike,"C host binary, reorth",0.18,0.283333
multimode,spike,"C host binary, reorth",0.19,0.283333
multimode,spike,"C host binary, reorth",0.2,0.308333
multimode,spike,"C host binary, reorth",0.21,0.316667
multimode,spike,"C host binary, reorth",0.22,0.316667
multimode,spike,"C host binary, reorth",0.23,0.341667
multimode,spike,"C host binary, reorth",0.24,0.358333
multimode,spike,"C host binary, reorth",0.25,0.366667
multimode,spike,"C host binary, reorth",0.26,0.375
multimode,spike,"C host binary, reorth",0.27,0.383333
multimode,spike,"C host binary, reorth",0.28,0.4
multimode,spike,"C host binary, reorth",0.29,0.425
multimode,spike,"C host binary, reorth",0.3,0.45
multimode,spike,"C host binary, reorth",0.31,0.458333
multimode,spike,"C host binary, reorth",0.32,0.466667
multimode,spike,"C host binary, reorth",0.33,0.466667
multimode,spike,"C host binary, reorth",0.34,0.466667
multimode,spike,"C host binary, reorth",0.35,0.491667
multimode,spike,"C host binary, reorth",0.36,0.516667
multimode,spike,"C host binary, reorth",0.37,0.55
multimode,spike,"C host binary, reorth",0.38,0.566667
multimode,spike,"C host binary, reorth",0.39,0.575
multimode,spike,"C host binary, reorth",0.4,0.591667
multimode,spike,"C host binary, reorth",0.41,0.641667
multimode,spike,"C host binary, reorth",0.42,0.65
multimode,spike,"C host binary, reorth",0.43,0.658333
multimode,spike,"C host binary, reorth",0.44,0.658333
multimode,spike,"C host binary, reorth",0.45,0.658333
multimode,spike,"C host binary, reorth",0.46,0.658333
multimode,spike,"C host binary, reorth",0.47,0.658333
multimode,spike,"C host binary, reorth",0.48,0.666667
multimode,spike,"C host binary, reorth",0.49,0.691667
multimode,spike,"C host binary, reorth",0.5,0.708333
multimode,spike,"C host binary, reorth",0.51,0.716667
multimode,spike,"C host binary, reorth",0.52,0.75
multimode,spike,"C host binary, reorth",0.53,0.766667
multimode,spike,"C host binary, reorth",0.54,0.783333
multimode,spike,"C host binary, reorth",0.55,0.783333
multimode,spike,"C host binary, reorth",0.56,0.8
multimode,spike,"C host binary, reorth",0.57,0.808333
multimode,spike,"C host binary, reorth",0.58,0.808333
multimode,spike,"C host binary, reorth",0.59,0.808333
multimode,spike,"C host binary, reorth",0.6,0.833333
multimode,spike,"C host binary, reorth",0.61,0.833333
multimode,spike,"C host binary, reorth",0.62,0.85
multimode,spike,"C host binary, reorth",0.63,0.858333
multimode,spike,"C host binary, reorth",0.64,0.858333
multimode,spike,"C host binary, reorth",0.65,0.875
multimode,spike,"C host binary, reorth",0.66,0.883333
multimode,spike,"C host binary, reorth",0.67,0.9
multimode,spike,"C host binary, reorth",0.68,0.908333
multimode,spike,"C host binary, reorth",0.69,0.925
multimode,spike,"C host binary, reorth",0.7,0.95
multimode,spike,"C host binary, reorth",0.71,0.95
multimode,spike,"C host binary, reorth",0.72,0.958333
multimode,spike,"C host binary, reorth",0.73,0.966667
multimode,spike,"C host binary, reorth",0.74,0.966667
multimode,spike,"C host binary, reorth",0.75,0.966667
multimode,spike,"C host binary, reorth",0.76,0.966667
multimode,spike,"C host binary, reorth",0.77,0.966667
multimode,spike,"C host binary, reorth",0.78,0.966667
multimode,spike,"C host binary, reorth",0.79,0.975
multimode,spike,"C host binary, reorth",0.8,0.983333
multimode,spike,"C host binary, reorth",0.81,0.983333
multimode,spike,"C host binary, reorth",0.82,0.991667
multimode,spike,"C host binary, reorth",0.83,0.991667
multimode,spike,"C host binary, reorth",0.84,0.991667
multimode,spike,"C host binary, reorth",0.85,1.0
multimode,spike,"C host binary, reorth",0.86,1.0
multimode,spike,"C host binary, reorth",0.87,1.0
multimode,spike,"C host binary, reorth",0.88,1.0
multimode,spike,"C host binary, reorth",0.89,1.0
multimode,spike,"C host binary, reorth",0.9,1.0
multimode,spike,"C host binary, reorth",0.91,1.0
multimode,spike,"C host binary, reorth",0.92,1.0
multimode,spike,"C host binary, reorth",0.93,1.0
multimode,spike,"C host binary, reorth",0.94,1.0
multimode,spike,"C host binary, reorth",0.95,1.0
multimode,spike,"C host binary, reorth",0.96,1.0
multimode,spike,"C host binary, reorth",0.97,1.0
multimode,spike,"C host binary, reorth",0.98,1.0
multimode,spike,"C host binary, reorth",0.99,1.0
multimode,spike,"C host binary, reorth",1.0,1.0
multimode,spike,"C host binary, no reorth",0.0,0.0
multimode,spike,"C host binary, no reorth",0.01,0.025
multimode,spike,"C host binary, no reorth",0.02,0.033333
multimode,spike,"C host binary, no reorth",0.03,0.058333
multimode,spike,"C host binary, no reorth",0.04,0.075
multimode,spike,"C host binary, no reorth",0.05,0.091667
multimode,spike,"C host binary, no reorth",0.06,0.1
multimode,spike,"C host binary, no reorth",0.07,0.108333
multimode,spike,"C host binary, no reorth",0.08,0.133333
multimode,spike,"C host binary, no reorth",0.09,0.15
multimode,spike,"C host binary, no reorth",0.1,0.166667
multimode,spike,"C host binary, no reorth",0.11,0.183333
multimode,spike,"C host binary, no reorth",0.12,0.191667
multimode,spike,"C host binary, no reorth",0.13,0.225
multimode,spike,"C host binary, no reorth",0.14,0.25
multimode,spike,"C host binary, no reorth",0.15,0.258333
multimode,spike,"C host binary, no reorth",0.16,0.266667
multimode,spike,"C host binary, no reorth",0.17,0.275
multimode,spike,"C host binary, no reorth",0.18,0.283333
multimode,spike,"C host binary, no reorth",0.19,0.283333
multimode,spike,"C host binary, no reorth",0.2,0.308333
multimode,spike,"C host binary, no reorth",0.21,0.316667
multimode,spike,"C host binary, no reorth",0.22,0.316667
multimode,spike,"C host binary, no reorth",0.23,0.341667
multimode,spike,"C host binary, no reorth",0.24,0.358333
multimode,spike,"C host binary, no reorth",0.25,0.366667
multimode,spike,"C host binary, no reorth",0.26,0.375
multimode,spike,"C host binary, no reorth",0.27,0.383333
multimode,spike,"C host binary, no reorth",0.28,0.4
multimode,spike,"C host binary, no reorth",0.29,0.425
multimode,spike,"C host binary, no reorth",0.3,0.45
multimode,spike,"C host binary, no reorth",0.31,0.458333
multimode,spike,"C host binary, no reorth",0.32,0.466667
multimode,spike,"C host binary, no reorth",0.33,0.466667
multimode,spike,"C host binary, no reorth",0.34,0.466667
multimode,spike,"C host binary, no reorth",0.35,0.491667
multimode,spike,"C host binary, no reorth",0.36,0.516667
multimode,spike,"C host binary, no reorth",0.37,0.55
multimode,spike,"C host binary, no reorth",0.38,0.566667
multimode,spike,"C host binary, no reorth",0.39,0.575
multimode,spike,"C host binary, no reorth",0.4,0.591667
multimode,spike,"C host binary, no reorth",0.41,0.641667
multimode,spike,"C host binary, no reorth",0.42,0.65
multimode,spike,"C host binary, no reorth",0.43,0.658333
multimode,spike,"C host binary, no reorth",0.44,0.658333
multimode,spike,"C host binary, no reorth",0.45,0.658333
multimode,spike,"C host binary, no reorth",0.46,0.658333
multimode,spike,"C host binary, no reorth",0.47,0.658333
multimode,spike,"C host binary, no reorth",0.48,0.666667
multimode,spike,"C host binary, no reorth",0.49,0.691667
multimode,spike,"C host binary, no reorth",0.5,0.708333
multimode,spike,"C host binary, no reorth",0.51,0.716667
multimode,spike,"C host binary, no reorth",0.52,0.75
multimode,spike,"C host binary, no reorth",0.53,0.766667
multimode,spike,"C host binary, no reorth",0.54,0.783333
multimode,spike,"C host binary, no reorth",0.55,0.783333
multimode,spike,"C host binary, no reorth",0.56,0.8
multimode,spike,"C host binary, no reorth",0.57,0.808333
multimode,spike,"C host binary, no reorth",0.58,0.808333
multimode,spike,"C host binary, no reorth",0.59,0.808333
multimode,spike,"C host binary, no reorth",0.6,0.833333
multimode,spike,"C host binary, no reorth",0.61,0.833333
multimode,spike,"C host binary, no reorth",0.62,0.85
multimode,spike,"C host binary, no reorth",0.63,0.858333
multimode,spike,"C host binary, no reorth",0.64,0.858333
multimode,spike,"C host binary, no reorth",0.65,0.875
multimode,spike,"C host binary, no reorth",0.66,0.883333
multimode,spike,"C host binary, no reorth",0.67,0.9
multimode,spike,"C host binary, no reorth",0.68,0.908333
multimode,spike,"C host binary, no reorth",0.69,0.925
multimode,spike,"C host binary, no reorth",0.7,0.95
multimode,spike,"C host binary, no reorth",0.71,0.95
multimode,spike,"C host binary, no reorth",0.72,0.958333
multimode,spike,"C host binary, no reorth",0.73,0.966667
multimode,spike,"C host binary, no reorth",0.74,0.966667
multimode,spike,"C host binary, no reorth",0.75,0.966667
multimode,spike,"C host binary, no reorth",0.76,0.966667
multimode,spike,"C host binary, no reorth",0.77,0.966667
multimode,spike,"C host binary, no reorth",0.78,0.966667
multimode,spike,"C host binary, no reorth",0.79,0.975
multimode,spike,"C host binary, no reorth",0.8,0.983333
multimode,spike,"C host binary, no reorth",0.81,0.983333
multimode,spike,"C host binary, no reorth",0.82,0.991667
multimode,spike,"C host binary, no reorth",0.83,0.991667
multimode,spike,"C host binary, no reorth",0.84,0.991667
multimode,spike,"C host binary, no reorth",0.85,1.0
multimode,spike,"C host binary, no reorth",0.86,1.0
multimode,spike,"C host binary, no reorth",0.87,1.0
multimode,spike,"C host binary, no reorth",0.88,1.0
multimode,spike,"C host binary, no reorth",0.89,1.0
multimode,spike,"C host binary, no reorth",0.9,1.0
multimode,spike,"C host binary, no reorth",0.91,1.0
multimode,spike,"C host binary, no reorth",0.92,1.0
multimode,spike,"C host binary, no reorth",0.93,1.0
multimode,spike,"C host binary, no reorth",0.94,1.0
multimode,spike,"C host binary, no reorth",0.95,1.0
multimode,spike,"C host binary, no reorth",0.96,1.0
multimode,spike,"C host binary, no reorth",0.97,1.0
multimode,spike,"C host binary, no reorth",0.98,1.0
multimode,spike,"C host binary, no reorth",0.99,1.0
multimode,spike,"C host binary, no reorth",1.0,1.0
multimode,spike,"C host binary, float32, reorth",0.0,0.0
multimode,spike,"C host binary, float32, reorth",0.01,0.025
multimode,spike,"C host binary, float32, reorth",0.02,0.033333
multimode,spike,"C host binary, float32, reorth",0.03,0.058333
multimode,spike,"C host binary, float32, reorth",0.04,0.075
multimode,spike,"C host binary, float32, reorth",0.05,0.091667
multimode,spike,"C host binary, float32, reorth",0.06,0.1
multimode,spike,"C host binary, float32, reorth",0.07,0.108333
multimode,spike,"C host binary, float32, reorth",0.08,0.133333
multimode,spike,"C host binary, float32, reorth",0.09,0.15
multimode,spike,"C host binary, float32, reorth",0.1,0.166667
multimode,spike,"C host binary, float32, reorth",0.11,0.183333
multimode,spike,"C host binary, float32, reorth",0.12,0.191667
multimode,spike,"C host binary, float32, reorth",0.13,0.225
multimode,spike,"C host binary, float32, reorth",0.14,0.25
multimode,spike,"C host binary, float32, reorth",0.15,0.258333
multimode,spike,"C host binary, float32, reorth",0.16,0.266667
multimode,spike,"C host binary, float32, reorth",0.17,0.275
multimode,spike,"C host binary, float32, reorth",0.18,0.283333
multimode,spike,"C host binary, float32, reorth",0.19,0.283333
multimode,spike,"C host binary, float32, reorth",0.2,0.308333
multimode,spike,"C host binary, float32, reorth",0.21,0.316667
multimode,spike,"C host binary, float32, reorth",0.22,0.316667
multimode,spike,"C host binary, float32, reorth",0.23,0.341667
multimode,spike,"C host binary, float32, reorth",0.24,0.358333
multimode,spike,"C host binary, float32, reorth",0.25,0.366667
multimode,spike,"C host binary, float32, reorth",0.26,0.375
multimode,spike,"C host binary, float32, reorth",0.27,0.383333
multimode,spike,"C host binary, float32, reorth",0.28,0.4
multimode,spike,"C host binary, float32, reorth",0.29,0.425
multimode,spike,"C host binary, float32, reorth",0.3,0.45
multimode,spike,"C host binary, float32, reorth",0.31,0.458333
multimode,spike,"C host binary, float32, reorth",0.32,0.466667
multimode,spike,"C host binary, float32, reorth",0.33,0.466667
multimode,spike,"C host binary, float32, reorth",0.34,0.466667
multimode,spike,"C host binary, float32, reorth",0.35,0.491667
multimode,spike,"C host binary, float32, reorth",0.36,0.516667
multimode,spike,"C host binary, float32, reorth",0.37,0.55
multimode,spike,"C host binary, float32, reorth",0.38,0.566667
multimode,spike,"C host binary, float32, reorth",0.39,0.575
multimode,spike,"C host binary, float32, reorth",0.4,0.591667
multimode,spike,"C host binary, float32, reorth",0.41,0.641667
multimode,spike,"C host binary, float32, reorth",0.42,0.65
multimode,spike,"C host binary, float32, reorth",0.43,0.658333
multimode,spike,"C host binary, float32, reorth",0.44,0.658333
multimode,spike,"C host binary, float32, reorth",0.45,0.658333
multimode,spike,"C host binary, float32, reorth",0.46,0.658333
multimode,spike,"C host binary, float32, reorth",0.47,0.658333
multimode,spike,"C host binary, float32, reorth",0.48,0.666667
multimode,spike,"C host binary, float32, reorth",0.49,0.691667
multimode,spike,"C host binary, float32, reorth",0.5,0.708333
multimode,spike,"C host binary, float32, reorth",0.51,0.716667
multimode,spike,"C host binary, float32, reorth",0.52,0.75
multimode,spike,"C host binary, float32, reorth",0.53,0.766667
multimode,spike,"C host binary, float32, reorth",0.54,0.783333
multimode,spike,"C host binary, float32, reorth",0.55,0.783333
multimode,spike,"C host binary, float32, reorth",0.56,0.8
multimode,spike,"C host binary, float32, reorth",0.57,0.808333
multimode,spike,"C host binary, float32, reorth",0.58,0.808333
multimode,spike,"C host binary, float32, reorth",0.59,0.808333
multimode,spike,"C host binary, float32, reorth",0.6,0.833333
multimode,spike,"C host binary, float32, reorth",0.61,0.833333
multimode,spike,"C host binary, float32, reorth",0.62,0.85
multimode,spike,"C host binary, float32, reorth",0.63,0.858333
multimode,spike,"C host binary, float32, reorth",0.64,0.858333
multimode,spike,"C host binary, float32, reorth",0.65,0.875
multimode,spike,"C host binary, float32, reorth",0.66,0.883333
multimode,spike,"C host binary, float32, reorth",0.67,0.9
multimode,spike,"C host binary, float32, reorth",0.68,0.908333
multimode,spike,"C host binary, float32, reorth",0.69,0.925
multimode,spike,"C host binary, float32, reorth",0.7,0.95
multimode,spike,"C host binary, float32, reorth",0.71,0.95
multimode,spike,"C host binary, float32, reorth",0.72,0.958333
multimode,spike,"C host binary, float32, reorth",0.73,0.966667
multimode,spike,"C host binary, float32, reorth",0.74,0.966667
multimode,spike,"C host binary, float32, reorth",0.75,0.966667
multimode,spike,"C host binary, float32, reorth",0.76,0.966667
multimode,spike,"C host binary, float32, reorth",0.77,0.966667
multimode,spike,"C host binary, float32, reorth",0.78,0.966667
multimode,spike,"C host binary, float32, reorth",0.79,0.975
multimode,spike,"C host binary, float32, reorth",0.8,0.983333
multimode,spike,"C host binary, float32, reorth",0.81,0.983333
multimode,spike,"C host binary, float32, reorth",0.82,0.991667
multimode,spike,"C host binary, float32, reorth",0.83,0.991667
